"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008017","microtubule binding","51/1922","273/18496",0.186813186813187,1.79776103189215,4.52203997025557,2.408598609753e-05,0.00275018168531797,NA,"CENPF/PRC1/MTUS1/MID1/CCDC88C/REEP2/SPACA9/TOGARAM2/REEP1/KIF11/DNAI7/FSD1/DCX/MAST1/KIF17/KIF5C/NUSAP1/CCDC181/JAKMIP1/KIF6/NAV3/SKA1/KIF18B/MAPT/SAXO1/KIF15/SPAST/EML6/DST/EML1/MX1/DLGAP5/BIRC5/KIF1A/MTUS2/KIF4A/JAKMIP3/KIF14/KATNAL2/STARD9/FGF13/ALMS1/RP1/DCDC1/VASH2/CLIP4/MX2/SPC24/KIF3C/FAM161A/S100A8",51
"GO:0004896","cytokine receptor activity","24/1922","96/18496",0.25,2.40582726326743,4.70271715200884,3.41432520804803e-05,0.00357366038442361,NA,"GHR/CCR4/IFNLR1/IL17REL/IL21R/IL7R/IL22RA2/CSF2RA/IL2RB/IL17RE/FZD4/IL17RD/IL23R/IL12RB1/IL31RA/CSF3R/IFNAR2/MPL/CXCR5/CXCR2/F3/CCR6/IL12RB2/CCR1",24
"GO:0008066","glutamate receptor activity","11/1922","27/18496",0.407407407407407,3.92060739199137,5.17158376877636,3.97782941158595e-05,0.00358215544632738,NA,"GRIK2/GRIN2B/GRIN2C/GRM7/GRIN2A/GRIA2/GRM4/GRIA3/GRIA1/GRM3/GRM6",11
"GO:0005262","calcium channel activity","29/1922","128/18496",0.2265625,2.18028095733611,4.5629913130719,4.05865246907022e-05,0.00358215544632738,NA,"CACNB4/TMC2/SLC24A4/RYR2/CACNG5/TRPV3/MCOLN3/SCN11A/GRIN2B/GRIN2C/SCN3A/OPRM1/SCN9A/TRPM3/TMC1/GRIN2A/TMEM37/CACNB2/TRPC5/TRPM6/SCN1A/CACHD1/SCN2A/PKD1L2/CACNA1E/TRPM8/CACNA1A/CACNA1F/PKD1L1",29
"GO:0005267","potassium channel activity","28/1922","122/18496",0.229508196721311,2.2086283072619,4.56100988195047,4.27805188653748e-05,0.00358215544632738,NA,"KCNMB4/GRIK2/KCNJ2/KCNJ16/KCNAB2/KCNS1/TMEM38A/KCNQ5/SNAP25/KCNJ11/ABCC8/KCNC2/KCNN3/KCNB1/KCND3/KCNE1/KCNJ3/KCNG1/KCNE4/LRRC38/KCNJ6/KCNMB1/KCNH5/KCNG4/KCNA7/KCNA3/KCNV1/SCN2B",28
"GO:0005249","voltage-gated potassium channel activity","24/1922","99/18496",0.242424242424242,2.33292340680478,4.52834471722715,5.83446588602377e-05,0.00458005572052866,NA,"KCNJ2/KCNJ16/KCNAB2/KCNS1/KCNQ5/SNAP25/KCNJ11/ABCC8/KCNC2/KCNN3/KCNB1/KCND3/KCNE1/KCNJ3/KCNG1/KCNE4/LRRC38/KCNJ6/KCNH5/KCNG4/KCNA7/KCNA3/KCNV1/SCN2B",24
"GO:0003774","cytoskeletal motor activity","26/1922","112/18496",0.232142857142857,2.23398245874833,4.46054766004994,6.45133409698563e-05,0.00476639742694939,NA,"MYO15A/DNAH2/DNAH14/KIF11/KIF17/DNAH11/KIF5C/KIF6/DNAH3/KIF18B/KIF15/MYO3B/DNAH7/KIF1A/KIF4A/KIF14/DNAH5/STARD9/DNAH9/MYH3/MYH11/MYO18B/MYO7A/MYH8/KIF3C/MYH7B",26
"GO:0008331","high voltage-gated calcium channel activity","10/1922","24/18496",0.416666666666667,4.00971210544572,5.02416401035268,7.13404429385329e-05,0.00497797757393319,NA,"CACNB4/SCN11A/SCN3A/SCN9A/CACNB2/SCN1A/SCN2A/CACNA1E/CACNA1A/CACNA1F",10
"GO:0015085","calcium ion transmembrane transporter activity","31/1922","146/18496",0.212328767123288,2.04330534688467,4.30982880004172,8.34095989258666e-05,0.00523812281254442,NA,"CACNB4/TMC2/SLC24A4/RYR2/CACNG5/TRPV3/MCOLN3/SCN11A/GRIN2B/GRIN2C/SCN3A/OPRM1/SCN9A/TRPM3/SLC30A10/TMC1/SLC8A1/GRIN2A/TMEM37/CACNB2/TRPC5/TRPM6/SCN1A/CACHD1/SCN2A/PKD1L2/CACNA1E/TRPM8/CACNA1A/CACNA1F/PKD1L1",31
"GO:0015276","ligand-gated monoatomic ion channel activity","31/1922","146/18496",0.212328767123288,2.04330534688467,4.30982880004172,8.34095989258666e-05,0.00523812281254442,NA,"CHRNA2/GLRA1/RYR2/P2RX7/MCOLN3/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/KCNJ2/KCNJ16/KCNJ11/CHRNA1/ABCC8/GRIN2A/GRIA2/KCNN3/CNGB1/CHRNB4/GRIA3/SCNN1A/GRIA1/KCNJ3/KCNJ6/P2RX5/HTR3B/TRPM8/CHRNA3/GABRB3",31
"GO:0038187","pattern recognition receptor activity","12/1922","34/18496",0.352941176470588,3.39646201873049,4.76278336110365,9.43456548021932e-05,0.00544372499834766,NA,"DMBT1/TLR7/NOD2/CLEC4E/TLR5/MARCO/AIM2/RIGI/SCARB1/NLRP1/COLEC12/CLEC7A",12
"GO:0022834","ligand-gated channel activity","31/1922","147/18496",0.210884353741497,2.0294053105113,4.26706308549903,9.53518709901659e-05,0.00544372499834766,NA,"CHRNA2/GLRA1/RYR2/P2RX7/MCOLN3/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/KCNJ2/KCNJ16/KCNJ11/CHRNA1/ABCC8/GRIN2A/GRIA2/KCNN3/CNGB1/CHRNB4/GRIA3/SCNN1A/GRIA1/KCNJ3/KCNJ6/P2RX5/HTR3B/TRPM8/CHRNA3/GABRB3",31
"GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","16/1922","55/18496",0.290909090909091,2.79950808816574,4.55127529917582,9.98878260265493e-05,0.00545474389084113,NA,"CHRNA2/GLRA1/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/CHRNA1/GRIN2A/GRIA2/CHRNB4/GRIA3/GRIA1/HTR3B/CHRNA3",16
"GO:0022824","transmitter-gated monoatomic ion channel activity","17/1922","61/18496",0.278688524590164,2.68190580167517,4.4805900223329,0.00011048391384105,0.00555071183137436,NA,"CHRNA2/GLRA1/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/CHRNA1/GRIN2A/GRIA2/CHRNB4/GRIA3/GRIA1/HTR3B/CHRNA3/GABRB3",17
"GO:0022835","transmitter-gated channel activity","17/1922","61/18496",0.278688524590164,2.68190580167517,4.4805900223329,0.00011048391384105,0.00555071183137436,NA,"CHRNA2/GLRA1/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/CHRNA1/GRIN2A/GRIA2/CHRNB4/GRIA3/GRIA1/HTR3B/CHRNA3/GABRB3",17
"GO:0001540","amyloid-beta binding","21/1922","85/18496",0.247058823529412,2.37752341311134,4.33470907660883,0.000123993882184615,0.00598985830861061,NA,"EPHB2/CLSTN2/LDLR/TGFB2/ATP1A3/GRIN2B/IAPP/TLR6/MARCO/FZD4/GRIN2A/GRIA2/SCARB1/EPHA4/GRIA3/GRIA1/APBA2/CACNA1A/MSR1/FPR2/MAPK8IP2",21
"GO:0003777","microtubule motor activity","18/1922","68/18496",0.264705882352941,2.54734651404787,4.35304470847244,0.000144950763050527,0.00667505424617662,NA,"DNAH2/DNAH14/KIF11/KIF17/DNAH11/KIF5C/KIF6/DNAH3/KIF18B/KIF15/DNAH7/KIF1A/KIF4A/KIF14/DNAH5/STARD9/DNAH9/KIF3C",18
"GO:0005230","extracellular ligand-gated monoatomic ion channel activity","19/1922","74/18496",0.256756756756757,2.47084962173412,4.31723745554059,0.000148806941793746,0.00667505424617662,NA,"CHRNA2/GLRA1/P2RX7/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/CHRNA1/GRIN2A/GRIA2/CHRNB4/GRIA3/GRIA1/P2RX5/HTR3B/CHRNA3/GABRB3",19
"GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","16/1922","57/18496",0.280701754385965,2.70127973419501,4.38061077030107,0.00015906380700575,0.00688910833100767,NA,"CHRNA2/GLRA1/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/CHRNA1/GRIN2A/GRIA2/CHRNB4/GRIA3/GRIA1/HTR3B/CHRNA3",16
"GO:0008528","G protein-coupled peptide receptor activity","27/1922","125/18496",0.216,2.07863475546306,4.12053122990572,0.000172883324658434,0.00723804852569977,NA,"APLNR/GALR1/MAS1/OPRM1/PTH2R/MCHR2/BRS3/NPFFR2/NPR3/CALCRL/OPRK1/PROKR2/GPR83/SSTR3/NPFFR1/VIPR2/SSTR2/NMUR1/AVPR1B/MC2R/PRLHR/OPRD1/QRFPR/GPR171/FPR2/AVPR1A/UTS2R",27
"GO:0005245","voltage-gated calcium channel activity","15/1922","52/18496",0.288461538461538,2.77595453453934,4.36713030727906,0.00018143608789539,0.00735108794827774,NA,"CACNB4/TMC2/CACNG5/SCN11A/SCN3A/OPRM1/SCN9A/TMC1/CACNB2/SCN1A/CACHD1/SCN2A/CACNA1E/CACNA1A/CACNA1F",15
"GO:0042277","peptide binding","55/1922","325/18496",0.169230769230769,1.62855999359641,3.89304294237683,0.000190618628589878,0.00748178117215269,NA,"EPHB2/CLSTN2/FOLH1/LDLR/GALR1/MAS1/NPAP1/TGFB2/ATP1A3/HLA-F/PPARG/GHR/NOD2/GRIN2B/HLA-A/MICA/SLC7A9/OPRM1/PTH2R/PEX5L/IAPP/TLR6/MARCO/NPFFR2/NPR3/CALCRL/PCSK5/OPRK1/SSTR3/FZD4/NPFFR1/GRIN2A/GRIA2/SCARB1/VIPR2/SSTR2/NMUR1/CLEC4M/EPHA4/ERAP2/GRIA3/TLR10/GRIA1/AVPR1B/APBA2/PRLHR/HLA-DQA1/OPRD1/QRFPR/GPR171/CACNA1A/MSR1/FPR2/AVPR1A/MAPK8IP2",55
"GO:0008188","neuropeptide receptor activity","14/1922","47/18496",0.297872340425532,2.86651759027609,4.36299577971711,0.000203477109521861,0.00756883947489997,NA,"GALR1/OPRM1/BRS3/NPFFR2/PROKR2/GPR83/SSTR3/NPFFR1/SSTR2/NMUR1/MC2R/PRLHR/QRFPR/GPR171",14
"GO:0015631","tubulin binding","62/1922","379/18496",0.163588390501319,1.57426163928845,3.84659498814439,0.000204888966677229,0.00756883947489997,NA,"TTLL9/CENPF/PRC1/MTUS1/MID1/BRCA1/TTLL6/EFHC1/CCDC88C/TAOK1/REEP2/SPACA9/TOGARAM2/REEP1/KIF11/DNAI7/FSD1/DCX/PACRG/MAST1/KIF17/KIF5C/NUSAP1/CCDC181/JAKMIP1/KIF6/IFT81/NAV3/SKA1/AGBL4/KIF18B/MAPT/SAXO1/KIF15/SPAST/PRKN/EML6/DST/EML1/MX1/DLGAP5/BIRC5/KIF1A/MTUS2/KIF4A/DIXDC1/SNCA/JAKMIP3/KIF14/KATNAL2/STARD9/FGF13/ALMS1/RP1/DCDC1/VASH2/CLIP4/MX2/SPC24/KIF3C/FAM161A/S100A8",62
"GO:0015373","monoatomic anion:sodium symporter activity","8/1922","18/18496",0.444444444444444,4.27702624580876,4.73673275957472,0.000224933539103653,0.00807190071754822,NA,"SLC13A1/SLC12A3/SLC6A11/SLC5A5/SLC18A1/SLC6A1/SLC12A1/SLC6A4",8
"GO:0033218","amide binding","65/1922","405/18496",0.160493827160494,1.54448169987539,3.77285143929979,0.000253080775599422,0.00882970705980205,NA,"EPHB2/CLSTN2/FOLH1/LDLR/GALR1/RYR2/MAS1/FKBP5/NPAP1/TGFB2/ATP1A3/HLA-F/DHFR/PPARG/GHR/NOD2/GRIN2B/HLA-A/MICA/SLC7A9/OPRM1/PTH2R/PEX5L/IAPP/TLR6/MARCO/NPFFR2/NPR3/SLC1A3/CALCRL/PCSK5/OPRK1/SSTR3/FZD4/NPFFR1/GRIN2A/GRIA2/SCARB1/VIPR2/FKBP10/SSTR2/NMUR1/CLEC4M/EPHA4/ERAP2/GRIA3/TLR10/GRIA1/ACACB/AVPR1B/APBA2/ACBD7/PRLHR/HLA-DQA1/OPRD1/CPS1/QRFPR/RTN4R/GPR171/CACNA1A/ACADL/MSR1/FPR2/AVPR1A/MAPK8IP2",65
"GO:0015081","sodium ion transmembrane transporter activity","31/1922","157/18496",0.197452229299363,1.90014382576536,3.85712843358108,0.00033097722173065,0.011235334878208,NA,"SLC13A3/SLC24A4/SLC6A14/SLC13A1/SLC12A3/SLC9A7/ATP1A3/SLC6A15/GRIK2/SCN11A/SCN3A/SLC6A20/SCN9A/SLC9A4/SLC13A5/SLC1A3/SLC28A2/SLC8A1/SCNN1A/SCN1A/NALCN/SLC6A11/SLC5A5/SLC18A1/SCN2A/SCN3B/SLC6A1/SLC12A1/SLC6A4/SLC4A5/SCN2B",31
"GO:0001653","peptide receptor activity","27/1922","132/18496",0.204545454545455,1.96840412449153,3.80233297810411,0.000437181885728049,0.0144500118019587,NA,"APLNR/GALR1/MAS1/OPRM1/PTH2R/MCHR2/BRS3/NPFFR2/NPR3/CALCRL/OPRK1/PROKR2/GPR83/SSTR3/NPFFR1/VIPR2/SSTR2/NMUR1/AVPR1B/MC2R/PRLHR/OPRD1/QRFPR/GPR171/FPR2/AVPR1A/UTS2R",27
"GO:0015296","monoatomic anion:monoatomic cation symporter activity","9/1922","25/18496",0.36,3.4643912591051,4.19879481425638,0.000601821000856062,0.0188971794268803,NA,"SLC13A1/SLC12A3/SLC6A11/SLC5A5/SLC18A1/SLC6A1/SLC12A1/SLC6A4/SLC12A9",9
"GO:0043548","phosphatidylinositol 3-kinase binding","9/1922","25/18496",0.36,3.4643912591051,4.19879481425638,0.000601821000856062,0.0188971794268803,NA,"TYRO3/LCK/IRS2/AXL/IRS1/DAB2IP/FBXL2/IRS4/NLRC3",9
"GO:0099508","voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","6/1922","12/18496",0.5,4.81165452653486,4.49776091680252,0.000663132302249462,0.0203144919908616,NA,"KCNMB4/KCNQ5/KCNJ11/KCNC2/SCN1A/KCNJ3",6
"GO:0098631","cell adhesion mediator activity","16/1922","65/18496",0.246153846153846,2.36881453614024,3.76458432469236,0.000799596764333496,0.023900502182857,NA,"DSCAM/CD200/ITGA10/ITGA1/PAK4/GLDN/BCAM/CNTN1/DSG2/MYPN/ROBO4/NEXN/CNTN4/NTNG1/CNTN2/NFASC",16
"GO:0099094","ligand-gated monoatomic cation channel activity","23/1922","110/18496",0.209090909090909,2.01214643836912,3.62565317840464,0.000818249676642397,0.023900502182857,NA,"CHRNA2/RYR2/P2RX7/MCOLN3/GRIK2/GRIN2B/GRIN2C/KCNJ2/KCNJ16/KCNJ11/CHRNA1/ABCC8/GRIN2A/KCNN3/CNGB1/CHRNB4/SCNN1A/KCNJ3/KCNJ6/P2RX5/HTR3B/TRPM8/CHRNA3",23
"GO:0004497","monooxygenase activity","22/1922","104/18496",0.211538461538462,2.03569999199552,3.606835667041,0.000893174438934915,0.0254960703477785,NA,"CYP2W1/MICAL2/CYP4F8/CYP2C9/TPH1/CYP4F3/CYP8B1/CYP4B1/NLRP11/CYP3A43/CYP24A1/CYP1A2/AGMO/MIOX/FMO2/CYP17A1/FOXRED2/CYP2C19/CYP46A1/AKR1D1/CYP4V2/NOS1",22
"GO:0098960","postsynaptic neurotransmitter receptor activity","17/1922","72/18496",0.236111111111111,2.27217019308591,3.683067631742,0.000924994254423483,0.0256827276161853,NA,"CHRNA2/GLRA1/GRIK2/GABRD/GABRG3/GRIN2B/GRIN2C/GABRB2/CHRNA1/GRIN2A/GRIA2/CHRNB4/GRIA3/GRIA1/CHRM3/HTR3B/CHRNA3",17
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","15/1922","60/18496",0.25,2.40582726326743,3.71419267411114,0.000970447338940281,0.0256827276161853,NA,"TYRO3/EPHB2/ERBB2/EPHA6/ROS1/FGFR4/AXL/FGFR2/EPHA3/ERBB4/NTRK2/EPHA4/EPHA7/EPHA10/FLT1",15
"GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","7/1922","17/18496",0.411764705882353,3.96253902185224,4.16140035298119,0.000981505513994343,0.0256827276161853,NA,"ENPP1/PDE4C/PDE3B/PDE1C/PDE4D/PDE7A/PDE10A",7
"GO:0008569","minus-end-directed microtubule motor activity","7/1922","17/18496",0.411764705882353,3.96253902185224,4.16140035298119,0.000981505513994343,0.0256827276161853,NA,"DNAH2/DNAH14/DNAH11/DNAH3/DNAH7/DNAH5/DNAH9",7
"GO:0015291","secondary active transmembrane transporter activity","47/1922","286/18496",0.164335664335664,1.58145288634363,3.37468131280997,0.00102809399377459,0.0260209461441701,NA,"SLC16A1/SLC35E3/SLC4A1/SLC13A3/SLC24A4/SLC6A14/SLC16A2/SLC13A1/SLC47A2/SLC12A3/SLC26A8/SLC9A7/SLC6A15/SLC6A16/SLC7A9/SLC6A20/SLC9A4/SLC30A10/SLC13A5/SLC15A2/SLC16A3/SLC1A3/SLC37A2/SLCO4C1/SLC7A11/SLC28A2/SLC8A1/SLC6A19/SLCO1C1/SLC15A1/SLC11A1/SLCO5A1/SLC6A11/SLC36A2/SLC5A5/SLC18A1/SLC26A4/SLC36A3/SLC6A1/SLC12A1/SLC30A3/SLC6A4/SLC4A5/ANKH/SLC12A9/SLC22A11/SLC2A4",47
"GO:0019199","transmembrane receptor protein kinase activity","18/1922","79/18496",0.227848101265823,2.19265269563614,3.61749790219151,0.00103586569045263,0.0260209461441701,NA,"TYRO3/EPHB2/ACVR2B/ERBB2/EPHA6/ROS1/FGFR4/AXL/FGFR2/EPHA3/ACVRL1/ERBB4/ACVR1C/NTRK2/EPHA4/EPHA7/EPHA10/FLT1",18
"GO:0044325","transmembrane transporter binding","26/1922","133/18496",0.195488721804511,1.88124838631438,3.47330187166865,0.00112180829172864,0.0271529475035569,NA,"ANK2/HAP1/FGF12/KCNAB2/TCAF2/SNAP25/KCNJ11/ABCC8/PDE4D/SLC8A1/RIMS2/KCNC2/KCNB1/AKAP6/BAG2/KCND3/KCNE1/RNF207/ANK3/KCNE4/LRRC38/FGF13/SCN3B/KCNH5/KCNG4/NOS1",26
