"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042273","ribosomal large subunit biogenesis","18/1015","76/18870",0.236842105263158,4.40316308011408,7.0877351711259,7.89871939930874e-08,4.58053918619913e-05,NA,"PES1/NOP16/PPAN/NLE1/NOP2/PAK1IP1/RSL1D1/MRPL20/NIP7/NIFK/NHP2/SDAD1/RPF2/GTPBP4/LAS1L/RRS1/FTSJ3/EBNA1BP2",18
"GO:0006400","tRNA modification","20/1015","94/18870",0.212765957446809,3.95556021381407,6.84904053129668,1.03455816489881e-07,5.49953877824125e-05,NA,"SSB/TRMT2A/DUS3L/FTSJ1/AARS1/YRDC/TPRKB/HSD17B10/PUS7/WDR4/CTU2/TRMT61B/QTRT1/TRMT1/TRMT61A/NSUN2/SARS1/METTL1/DUS1L/DPH3",20
"GO:0051205","protein insertion into membrane","17/1015","77/18870",0.220779220779221,4.10453585823044,6.50835932518841,5.3204057503741e-07,0.000261068217551049,NA,"BAG6/EMC7/TIMM8A/PDCD5/BCS1L/EMC2/SAMM50/TIMM10/SEC61A1/TOMM6/TOMM40/GET3/TIMM8B/TOMM22/MTCH2/CCDC47/TIMM10B",17
"GO:0042274","ribosomal small subunit biogenesis","20/1015","104/18870",0.192307692307692,3.57521788556271,6.27873754592083,5.86211081303742e-07,0.000267102891974041,NA,"TBL3/BYSL/NOP56/RPP40/EMG1/PWP2/RPS17/NOL7/RRP9/ABT1/WDR43/XRCC5/LTV1/WDR3/RIOK1/MRPS7/RRS1/KRI1/AATF/UTP15",20
"GO:0090151","establishment of protein localization to mitochondrial membrane","11/1015","38/18870",0.289473684210526,5.38164376458387,6.44626533275001,3.24782986899095e-06,0.00138119378228622,NA,"TIMM8A/PDCD5/BCS1L/SAMM50/TIMM10/TOMM6/TOMM40/TIMM8B/TOMM22/MTCH2/TIMM10B",11
"GO:0042255","ribosome assembly","14/1015","64/18870",0.21875,4.06681034482759,5.85944155486066,5.95537551924449e-06,0.00224030694421011,NA,"PPAN/SBDS/NLE1/PWP2/NOP2/MRPL20/ABT1/NIP7/C1QBP/XRCC5/RPF2/MRPS7/RRS1/MPV17L2",14
"GO:0007006","mitochondrial membrane organization","20/1015","120/18870",0.166666666666667,3.09852216748768,5.49833357539427,5.97040571430819e-06,0.00224030694421011,NA,"APOO/SLC25A5/TIMM8A/GHITM/PDCD5/BCS1L/SAMM50/TIMM10/TIMM50/TOMM6/TOMM40/TIMM8B/TOMM22/BID/TMEM11/IMMT/VDAC2/MTCH2/MICOS13/TIMM10B",20
"GO:0006418","tRNA aminoacylation for protein translation","11/1015","41/18870",0.268292682926829,4.98786495254115,6.09461504500506,7.34998373009725e-06,0.00260475256746058,NA,"MARS1/FARSA/IARS1/LARS1/AARS1/TARS1/CARS1/FARS2/EPRS1/SARS2/SARS1",11
"GO:0022900","electron transport chain","25/1015","176/18870",0.142045454545455,2.64078593819973,5.21416387288798,8.46864576430084e-06,0.00284323638581448,NA,"GBA1/SDHAF2/CYC1/GHITM/NDUFS7/SDHD/DEGS1/CIAPIN1/CYB561/CYCS/NQO2/NDUFA4/PPARGC1A/BID/NDUFS6/IDH3B/NDUFA9/SDHC/THAP11/UQCRC1/MYBBP1A/NDUFB9/IMMP2L/DLD/COX7A2L",25
"GO:0000470","maturation of LSU-rRNA","9/1015","28/18870",0.321428571428571,5.97572132301196,6.28201690447703,9.9264715809414e-06,0.00300845136495914,NA,"PES1/NOP2/RSL1D1/NIFK/NHP2/RPF2/GTPBP4/LAS1L/FTSJ3",9
"GO:0072655","establishment of protein localization to mitochondrion","20/1015","124/18870",0.161290322580645,2.99856983950421,5.32357530151741,9.93246269384298e-06,0.00300845136495914,NA,"TIMM8A/DNAJC19/PDCD5/BCS1L/SAMM50/TIMM10/TIMM50/CHCHD4/TOMM6/TOMM40/TOMM40L/TIMM8B/TOMM22/BID/HAX1/HK1/MTCH2/IMMP2L/TIMM21/TIMM10B",20
"GO:0051204","protein insertion into mitochondrial membrane","10/1015","35/18870",0.285714285714286,5.31175228712175,6.08740993013205,1.03755964930398e-05,0.00300845136495914,NA,"TIMM8A/PDCD5/SAMM50/TIMM10/TOMM6/TOMM40/TIMM8B/TOMM22/MTCH2/TIMM10B",10
"GO:0006626","protein targeting to mitochondrion","18/1015","106/18870",0.169811320754717,3.15698484989311,5.30963724850731,1.32115503014463e-05,0.00348994970085515,NA,"TIMM8A/DNAJC19/PDCD5/SAMM50/TIMM10/TIMM50/CHCHD4/TOMM6/TOMM40/TOMM40L/TIMM8B/TOMM22/BID/HAX1/MTCH2/IMMP2L/TIMM21/TIMM10B",18
"GO:0000154","rRNA modification","10/1015","36/18870",0.277777777777778,5.16420361247947,5.96265195591093,1.36774953004199e-05,0.00348994970085515,NA,"BUD23/RPUSD1/EMG1/TFB2M/NOP2/RPUSD2/NHP2/TRMT61B/GAR1/FTSJ3",10
"GO:0000460","maturation of 5.8S rRNA","10/1015","36/18870",0.277777777777778,5.16420361247947,5.96265195591093,1.36774953004199e-05,0.00348994970085515,NA,"EXOSC8/PES1/RPP40/ABT1/EXOSC4/LAS1L/RRS1/KRI1/FTSJ3/EXOSC3",10
"GO:0043039","tRNA aminoacylation","11/1015","44/18870",0.25,4.64778325123153,5.77568995898701,1.5380535043369e-05,0.00377355511698657,NA,"MARS1/FARSA/IARS1/LARS1/AARS1/TARS1/CARS1/FARS2/EPRS1/SARS2/SARS1",11
"GO:0036260","RNA capping","10/1015","37/18870",0.27027027027027,5.02463054187192,5.84244541511895,1.78451037982981e-05,0.00421607100479049,NA,"SSB/TBL3/RNGTT/SNRPD1/RPP40/RPP38/HSD17B10/ABT1/POP4/SNRPB",10
"GO:0043038","amino acid activation","11/1015","45/18870",0.244444444444444,4.54449917898194,5.67572285365868,1.93747536922954e-05,0.0044139840643983,NA,"MARS1/FARSA/IARS1/LARS1/AARS1/TARS1/CARS1/FARS2/EPRS1/SARS2/SARS1",11
"GO:0070585","protein localization to mitochondrion","20/1015","131/18870",0.152671755725191,2.83834091678261,5.03403269554549,2.28427054263746e-05,0.00502460751430495,NA,"TIMM8A/DNAJC19/PDCD5/BCS1L/SAMM50/TIMM10/TIMM50/CHCHD4/TOMM6/TOMM40/TOMM40L/TIMM8B/TOMM22/BID/HAX1/HK1/MTCH2/IMMP2L/TIMM21/TIMM10B",20
"GO:0033108","mitochondrial respiratory chain complex assembly","17/1015","101/18870",0.168316831683168,3.12920060478954,5.11545462436082,2.5667831391678e-05,0.00545783654825048,NA,"SDHAF2/NDUFAF4/NDUFS7/BCS1L/NDUFAF3/NDUFAF8/SAMM50/NDUFA11/CHCHD4/COX16/UQCC2/NDUFA9/COA4/NDUFB9/IMMP2L/TIMM21/TMEM126A",17
"GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","8/1015","25/18870",0.32,5.94916256157635,5.90379390789545,3.24385174239051e-05,0.00664669668769928,NA,"EXOSC8/PES1/RPP40/ABT1/RRS1/KRI1/FTSJ3/EXOSC3",8
"GO:0001510","RNA methylation","16/1015","93/18870",0.172043010752688,3.19847449547116,5.06730842803953,3.33428897956383e-05,0.00664669668769928,NA,"TRMT2A/SNRPD1/BUD23/FTSJ1/EMG1/TFB2M/NOP2/HSD17B10/WDR4/TRMT61B/TRMT1/TRMT61A/NSUN2/METTL1/SNRPB/FTSJ3",16
"GO:0022904","respiratory electron transport chain","19/1015","124/18870",0.153225806451613,2.848641347529,4.92421191621235,3.4475372370194e-05,0.00666419394998387,NA,"GBA1/SDHAF2/CYC1/GHITM/NDUFS7/SDHD/CYCS/NDUFA4/PPARGC1A/BID/NDUFS6/NDUFA9/SDHC/UQCRC1/MYBBP1A/NDUFB9/IMMP2L/DLD/COX7A2L",19
"GO:0007007","inner mitochondrial membrane organization","10/1015","40/18870",0.25,4.64778325123153,5.50631936438946,3.74831123477202e-05,0.0070324933431208,NA,"APOO/TIMM8A/GHITM/SAMM50/TIMM10/TIMM8B/TMEM11/IMMT/MICOS13/TIMM10B",10
"GO:0034471","ncRNA 5'-end processing","7/1015","21/18870",0.333333333333333,6.19704433497537,5.68132256916291,7.62355171286738e-05,0.0133468915081278,NA,"SSB/TBL3/RPP40/RPP38/HSD17B10/ABT1/POP4",7
"GO:0007008","outer mitochondrial membrane organization","6/1015","15/18870",0.4,7.43645320197044,5.9457482018128,7.84838311359971e-05,0.0133468915081278,NA,"PDCD5/SAMM50/TOMM6/TOMM40/TOMM22/MTCH2",6
"GO:0045040","protein insertion into mitochondrial outer membrane","6/1015","15/18870",0.4,7.43645320197044,5.9457482018128,7.84838311359971e-05,0.0133468915081278,NA,"PDCD5/SAMM50/TOMM6/TOMM40/TOMM22/MTCH2",6
"GO:0006605","protein targeting","36/1015","339/18870",0.106194690265487,1.9742796111426,4.31580258975618,7.95080541321299e-05,0.0133468915081278,NA,"SRPRB/SSR1/BAG6/GIPC1/TIMM8A/DNAJC19/MON1A/PDCD5/M6PR/RABGEF1/SAMM50/VPS4A/TIMM10/TIMM50/SEC61A1/CHCHD4/TOMM6/TOMM40/TOMM40L/GET3/KATNB1/TIMM8B/TOMM22/BID/HAX1/MON1B/PRNP/NCOA4/SRP9/YWHAQ/SORT1/MTCH2/IMMP2L/TIMM21/TIMM10B/ATG3",36
"GO:0009152","purine ribonucleotide biosynthetic process","26/1015","213/18870",0.122065727699531,2.26934017900506,4.44195811650931,8.17789317076618e-05,0.0133760975734147,NA,"NDUFS7/SDHD/NDUFA11/SLC27A2/APRT/ACLY/PPARGC1A/ELOVL1/PPAT/NME2/ATP5MC1/NDUFS6/ENO1/NME1/ATIC/NDUFA9/ATP5PB/SDHC/HPRT1/STOML2/NDUFB9/DLD/ADK/ACSL4/AK2/MPC2",26
"GO:0140694","non-membrane-bounded organelle assembly","41/1015","408/18870",0.100490196078431,1.86822660098522,4.22718575160929,9.12153713176803e-05,0.0145465713408871,NA,"YTHDF2/CSF2/E2F4/CEP85/RCC1/LSM3/EDC3/LCP1/G3BP1/PPAN/MAPRE2/SBDS/ANKRD23/CHMP2A/NLE1/MSN/PWP2/NOP2/HAUS7/CHMP7/TUBB/MRPL20/CSDE1/ABT1/NIP7/CSRP1/C1QBP/XRCC5/KIF9/WDR1/RPF2/MRPS7/DBNL/CHMP3/ACTG1/RRS1/POLDIP2/DAZAP2/SMC1A/MPV17L2/PISD",41
"GO:0000966","RNA 5'-end processing","7/1015","22/18870",0.318181818181818,5.9153605015674,5.49998639553644,0.000106640819189037,0.0165917508684601,NA,"SSB/TBL3/RPP40/RPP38/HSD17B10/ABT1/POP4",7
"GO:0045333","cellular respiration","28/1015","243/18870",0.11522633744856,2.14218816517667,4.2726456030021,0.000122150880856761,0.0185523921186972,NA,"GBA1/SDHAF2/CYC1/GHITM/NDUFS7/SDHD/CYCS/NDUFA11/ACO1/ACLY/NDUFA4/UQCC2/PPARGC1A/BID/NDUFS6/IDH3B/TRAP1/NDUFA9/ATP5PB/SDHC/SHMT2/UQCRC1/STOML2/MYBBP1A/NDUFB9/IMMP2L/DLD/COX7A2L",28
"GO:0006119","oxidative phosphorylation","20/1015","148/18870",0.135135135135135,2.51231527093596,4.40376982090869,0.000132708228628151,0.0196871114050924,NA,"SDHAF2/CYC1/GHITM/NDUFS7/SDHD/CYCS/NDUFA11/NDUFA4/UQCC2/BID/NDUFS6/NDUFA9/ATP5PB/SDHC/SHMT2/UQCRC1/STOML2/NDUFB9/DLD/COX7A2L",20
"GO:0062125","regulation of mitochondrial gene expression","8/1015","30/18870",0.266666666666667,4.9576354679803,5.17229758401429,0.000138065228110356,0.0200163202299083,NA,"MTG1/UQCC2/C1QBP/SHMT2/RCC1L/THAP11/MPV17L2/TSFM",8
"GO:0009260","ribonucleotide biosynthetic process","26/1015","228/18870",0.114035087719298,2.12004148301789,4.0567926970179,0.000248084329446048,0.0346643776789409,NA,"NDUFS7/SDHD/NDUFA11/SLC27A2/APRT/ACLY/PPARGC1A/ELOVL1/PPAT/NME2/ATP5MC1/NDUFS6/ENO1/NME1/ATIC/NDUFA9/ATP5PB/SDHC/HPRT1/STOML2/NDUFB9/DLD/ADK/ACSL4/AK2/MPC2",26
"GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","5/1015","12/18870",0.416666666666667,7.74630541871921,5.57360698888794,0.000257008291953885,0.0346643776789409,NA,"SKIC8/EXOSC8/EXOSC4/EXOSC5/EXOSC3",5
"GO:0072522","purine-containing compound biosynthetic process","29/1015","267/18870",0.108614232209738,2.01926163723917,3.99923893958683,0.000260013507530723,0.0346643776789409,NA,"NADK/NDUFS7/SDHD/NDUFA11/SLC27A2/APRT/ACLY/PPARGC1A/ELOVL1/PPAT/NME2/ATP5MC1/PNP/NDUFS6/ENO1/NME1/ATIC/NDUFA9/ATP5PB/SDHC/SHMT2/HPRT1/STOML2/NDUFB9/DLD/ADK/ACSL4/AK2/MPC2",29
"GO:0070129","regulation of mitochondrial translation","7/1015","25/18870",0.28,5.20551724137931,5.01670873815395,0.000260838709607958,0.0346643776789409,NA,"MTG1/UQCC2/C1QBP/SHMT2/RCC1L/MPV17L2/TSFM",7
"GO:0048193","Golgi vesicle transport","31/1015","294/18870",0.105442176870748,1.96028953453303,3.95664691244252,0.000274960332829676,0.0357953461861327,NA,"LMAN2/SEC24C/TMED7/P4HB/SCAMP3/YIF1A/BNIP1/SNX1/AMN/HYOU1/RAB26/SNX2/TMED2/PREB/SCAMP2/SNX8/AP1AR/KIF13A/PITPNB/EXOC6B/PDCD6/YKT6/SORT1/SNAP23/TMED9/SEC13/BET1L/TFG/RANGRF/LMAN2L/GOSR2",31
"GO:0042773","ATP synthesis coupled electron transport","15/1015","102/18870",0.147058823529412,2.73399014778325,4.18663644949816,0.000354665411353316,0.0443609933141727,NA,"SDHAF2/CYC1/GHITM/NDUFS7/SDHD/CYCS/NDUFA4/BID/NDUFS6/NDUFA9/SDHC/UQCRC1/NDUFB9/DLD/COX7A2L",15
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","15/1015","102/18870",0.147058823529412,2.73399014778325,4.18663644949816,0.000354665411353316,0.0443609933141727,NA,"SDHAF2/CYC1/GHITM/NDUFS7/SDHD/CYCS/NDUFA4/BID/NDUFS6/NDUFA9/SDHC/UQCRC1/NDUFB9/DLD/COX7A2L",15
"GO:0030488","tRNA methylation","9/1015","43/18870",0.209302325581395,3.89116737312407,4.52526937833358,0.0003914364584171,0.0462974583221929,NA,"TRMT2A/FTSJ1/HSD17B10/WDR4/TRMT61B/TRMT1/TRMT61A/NSUN2/METTL1",9
"GO:0009060","aerobic respiration","23/1015","197/18870",0.116751269035533,2.1705383711335,3.93766944201976,0.000394328088259718,0.0462974583221929,NA,"SDHAF2/CYC1/GHITM/NDUFS7/SDHD/CYCS/NDUFA11/ACO1/ACLY/NDUFA4/UQCC2/BID/NDUFS6/IDH3B/NDUFA9/ATP5PB/SDHC/SHMT2/UQCRC1/STOML2/NDUFB9/DLD/COX7A2L",23
"GO:0046390","ribose phosphate biosynthetic process","26/1015","235/18870",0.11063829787234,2.05689131118331,3.88711237604865,0.000398505238735117,0.0462974583221929,NA,"NDUFS7/SDHD/NDUFA11/SLC27A2/APRT/ACLY/PPARGC1A/ELOVL1/PPAT/NME2/ATP5MC1/NDUFS6/ENO1/NME1/ATIC/NDUFA9/ATP5PB/SDHC/HPRT1/STOML2/NDUFB9/DLD/ADK/ACSL4/AK2/MPC2",26
"GO:0006167","AMP biosynthetic process","5/1015","13/18870",0.384615384615385,7.15043577112543,5.28894193663339,0.00039917858719558,0.0462974583221929,NA,"APRT/PPAT/ATIC/HPRT1/ADK",5
